price_id,material_id,city,price_min,price_max,price_avg,confidence_score,last_updated,source_notes
P001213,M0243,Islamabad,169.7,207,188.6,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001214,M0243,Rawalpindi,172.6,211,191.8,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001215,M0243,Faisalabad,151.3,184.9,168.1,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001216,M0244,Lahore,164.5,201,182.8,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001217,M0244,Karachi,180.7,221,201,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001218,M0244,Islamabad,169.9,208,188.8,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001219,M0244,Rawalpindi,173.9,213,193.3,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001220,M0244,Faisalabad,156.3,191.0,173.7,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001221,M0245,Lahore,163.1,199.3,181.2,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001222,M0245,Karachi,176.2,215,195.8,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001223,M0245,Islamabad,173.1,212,192.4,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001224,M0245,Rawalpindi,167.2,204,185.8,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001225,M0245,Faisalabad,154.2,188.4,171.3,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001226,M0246,Lahore,159.5,194.9,177.2,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001227,M0246,Karachi,173.5,212,192.7,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001228,M0246,Islamabad,166.1,203,184.6,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001229,M0246,Rawalpindi,165.4,202,183.8,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001230,M0246,Faisalabad,154.1,188.3,171.2,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001231,M0247,Lahore,158.3,193.4,175.9,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001232,M0247,Karachi,169.4,207,188.2,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001233,M0247,Islamabad,166.1,203,184.5,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001234,M0247,Rawalpindi,167.6,205,186.3,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001235,M0247,Faisalabad,155.3,189.8,172.6,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001236,M0248,Lahore,158.2,193.4,175.8,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001237,M0248,Karachi,169.1,207,187.8,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001238,M0248,Islamabad,165.8,203,184.2,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001239,M0248,Rawalpindi,162.7,198.8,180.8,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001240,M0248,Faisalabad,150.8,184.3,167.6,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001241,M0249,Lahore,168.2,206,186.9,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001242,M0249,Karachi,179.1,219,199.0,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001243,M0249,Islamabad,176.9,216,196.6,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001244,M0249,Rawalpindi,168.8,206,187.6,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001245,M0249,Faisalabad,158.0,193.1,175.6,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001246,M0250,Lahore,156.3,191.0,173.7,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001247,M0250,Karachi,172.6,211,191.7,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001248,M0250,Islamabad,166.2,203,184.6,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001249,M0250,Rawalpindi,171.4,210,190.5,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001250,M0250,Faisalabad,148.4,181.4,164.9,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001251,M0251,Lahore,160.8,196.5,178.6,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001252,M0251,Karachi,175.9,215,195.5,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001253,M0251,Islamabad,169.6,207,188.5,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001254,M0251,Rawalpindi,171.8,210,190.9,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001255,M0251,Faisalabad,154.1,188.3,171.2,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001256,M0252,Lahore,160.0,195.6,177.8,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001257,M0252,Karachi,175.6,215,195.1,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001258,M0252,Islamabad,164.1,201,182.3,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001259,M0252,Rawalpindi,164.7,201,183.0,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001260,M0252,Faisalabad,152.4,186.2,169.3,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001261,M0253,Lahore,102.3,125.0,113.6,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001262,M0253,Karachi,112.7,137.7,125.2,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001263,M0253,Islamabad,113.7,139.0,126.4,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001264,M0253,Rawalpindi,107.2,131.0,119.1,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001265,M0253,Faisalabad,102.0,124.6,113.3,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001266,M0254,Lahore,112.3,137.3,124.8,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001267,M0254,Karachi,120.5,147.3,133.9,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001268,M0254,Islamabad,118.0,144.2,131.1,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001269,M0254,Rawalpindi,113.7,139.0,126.3,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001270,M0254,Faisalabad,105.1,128.5,116.8,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001271,M0255,Lahore,106.4,130.1,118.3,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001272,M0255,Karachi,116.4,142.3,129.3,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001273,M0255,Islamabad,113.2,138.3,125.7,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001274,M0255,Rawalpindi,110.7,135.3,123.0,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001275,M0255,Faisalabad,103.0,125.8,114.4,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001276,M0256,Lahore,110.7,135.3,123.0,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001277,M0256,Karachi,116.9,142.9,129.9,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001278,M0256,Islamabad,113.6,138.9,126.3,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001279,M0256,Rawalpindi,117.2,143.3,130.2,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001280,M0256,Faisalabad,103.6,126.6,115.1,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001281,M0257,Lahore,104.6,127.9,116.3,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001282,M0257,Karachi,117.8,143.9,130.9,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001283,M0257,Islamabad,108.0,132.0,120.0,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001284,M0257,Rawalpindi,110.0,134.4,122.2,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001285,M0257,Faisalabad,102.3,125.1,113.7,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001286,M0258,Lahore,107.6,131.5,119.6,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001287,M0258,Karachi,117.1,143.1,130.1,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001288,M0258,Islamabad,113.1,138.2,125.7,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001289,M0258,Rawalpindi,112.1,137.0,124.5,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001290,M0258,Faisalabad,103.7,126.7,115.2,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001291,M0259,Lahore,171.9,210,191.0,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001292,M0259,Karachi,174.8,214,194.2,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001293,M0259,Islamabad,174.2,213,193.6,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001294,M0259,Rawalpindi,175.1,214,194.5,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001295,M0259,Faisalabad,158.3,193.5,175.9,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001296,M0260,Lahore,173.1,212,192.4,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001297,M0260,Karachi,176.2,215,195.8,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001298,M0260,Islamabad,178.4,218,198.2,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001299,M0260,Rawalpindi,171.5,210,190.6,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001300,M0260,Faisalabad,162.9,199.1,181.0,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001301,M0261,Lahore,161.6,197.5,179.6,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001302,M0261,Karachi,174.1,213,193.5,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001303,M0261,Islamabad,168.1,206,186.8,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001304,M0261,Rawalpindi,168.9,206,187.6,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001305,M0261,Faisalabad,159.0,194.4,176.7,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001306,M0262,Lahore,160.2,195.8,178.0,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001307,M0262,Karachi,173.6,212,192.9,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001308,M0262,Islamabad,165.7,202,184.1,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001309,M0262,Rawalpindi,173.9,213,193.3,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001310,M0262,Faisalabad,157.1,192.0,174.5,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001311,M0263,Lahore,160.9,196.7,178.8,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001312,M0263,Karachi,177.0,216,196.7,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001313,M0263,Islamabad,168.7,206,187.5,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001314,M0263,Rawalpindi,173.0,211,192.3,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001315,M0263,Faisalabad,160.2,195.8,181.6,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001316,M0264,Lahore,166.2,203,184.6,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001317,M0264,Karachi,176.7,216,196.3,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001318,M0264,Islamabad,169.3,207,188.1,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001319,M0264,Rawalpindi,173.5,212,192.8,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001320,M0264,Faisalabad,155.6,190.2,172.9,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001321,M0265,Lahore,171.6,210,190.7,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001322,M0265,Karachi,179.5,219,199.5,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001323,M0265,Islamabad,179.8,220,199.8,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001324,M0265,Rawalpindi,171.9,210,191.0,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001325,M0265,Faisalabad,161.0,196.8,178.9,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001326,M0266,Lahore,171.9,210,191.0,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001327,M0266,Karachi,178.0,218,197.8,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001328,M0266,Islamabad,175.4,214,194.9,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001329,M0266,Rawalpindi,176.9,216,196.6,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001330,M0266,Faisalabad,159.1,194.5,176.8,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001331,M0267,Lahore,166.8,204,185.3,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001332,M0267,Karachi,179.8,220,199.8,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001333,M0267,Islamabad,175.9,215,195.5,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001334,M0267,Rawalpindi,166.0,203,188.1,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001335,M0267,Faisalabad,160.8,196.5,178.7,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001336,M0268,Lahore,162.3,198.4,180.4,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001337,M0268,Karachi,173.4,212,192.6,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001338,M0268,Islamabad,175.6,215,195.2,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001339,M0268,Rawalpindi,171.2,209,190.2,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001340,M0268,Faisalabad,157.0,191.9,174.5,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001341,M0269,Lahore,161.8,197.8,179.8,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001342,M0269,Karachi,179.0,219,198.9,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001343,M0269,Islamabad,171.8,210,190.9,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001344,M0269,Rawalpindi,163.0,199.2,184.7,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001345,M0269,Faisalabad,151.9,185.7,168.8,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001346,M0270,Lahore,156.4,191.2,173.8,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001347,M0270,Karachi,173.6,212,192.9,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001348,M0270,Islamabad,164.0,200,182.2,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001349,M0270,Rawalpindi,169.7,207,188.5,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001350,M0270,Faisalabad,150.8,184.3,167.6,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001351,M0271,Lahore,173.3,212,192.6,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001352,M0271,Karachi,177.8,217,197.5,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001353,M0271,Islamabad,177.6,217,197.3,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001354,M0271,Rawalpindi,175.0,214,194.4,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001355,M0271,Faisalabad,157.1,192.0,174.6,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001356,M0272,Lahore,166.5,203,185.0,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001357,M0272,Karachi,179.9,220,199.9,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001358,M0272,Islamabad,170.0,208,188.9,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001359,M0272,Rawalpindi,174.2,213,193.5,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001360,M0272,Faisalabad,157.0,191.8,174.4,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001361,M0273,Lahore,160.8,196.5,178.6,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001362,M0273,Karachi,180.7,221,201,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001363,M0273,Islamabad,172.0,210,191.1,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001364,M0273,Rawalpindi,167.9,205,186.6,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001365,M0273,Faisalabad,160.0,195.5,181.4,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001366,M0274,Lahore,168.9,206,187.7,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001367,M0274,Karachi,177.6,217,197.4,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001368,M0274,Islamabad,176.1,215,195.7,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001369,M0274,Rawalpindi,170.1,208,189.0,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001370,M0274,Faisalabad,161.7,197.6,179.6,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001371,M0275,Lahore,162.4,198.4,180.4,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001372,M0275,Karachi,172.3,211,191.4,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001373,M0275,Islamabad,168.3,206,187.0,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001374,M0275,Rawalpindi,169.3,207,188.1,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001375,M0275,Faisalabad,153.4,187.5,170.4,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001376,M0276,Lahore,165.4,202,183.8,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001377,M0276,Karachi,178.9,219,198.8,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001378,M0276,Islamabad,168.4,206,187.1,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001379,M0276,Rawalpindi,169.3,207,188.1,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001380,M0276,Faisalabad,154.8,189.2,172.0,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001381,M0277,Lahore,151.9,185.6,168.8,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001382,M0277,Karachi,173.5,212,192.8,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001383,M0277,Islamabad,165.9,203,184.4,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001384,M0277,Rawalpindi,165.6,202,184.0,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001385,M0277,Faisalabad,154.7,189.1,171.9,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001386,M0278,Lahore,159.7,195.2,177.4,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001387,M0278,Karachi,172.3,211,191.4,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001388,M0278,Islamabad,171.5,210,190.5,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001389,M0278,Rawalpindi,165.8,203,184.2,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001390,M0278,Faisalabad,156.3,191.1,173.7,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001391,M0279,Lahore,164.8,201,183.2,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001392,M0279,Karachi,173.8,212,193.2,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001393,M0279,Islamabad,166.2,203,184.7,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001394,M0279,Rawalpindi,166.0,203,184.5,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001395,M0279,Faisalabad,159.8,195.4,177.6,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001396,M0280,Lahore,163.0,199.3,181.2,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001397,M0280,Karachi,173.5,212,192.8,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001398,M0280,Islamabad,167.2,204,185.8,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001399,M0280,Rawalpindi,166.5,203,185.0,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001400,M0280,Faisalabad,155.1,189.6,172.4,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001401,M0281,Lahore,164.9,201,183.2,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001402,M0281,Karachi,173.1,212,192.3,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001403,M0281,Islamabad,170.6,209,189.6,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001404,M0281,Rawalpindi,167.9,205,186.6,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001405,M0281,Faisalabad,154.1,188.3,171.2,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001406,M0282,Lahore,162.6,198.7,180.6,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001407,M0282,Karachi,177.4,217,197.1,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001408,M0282,Islamabad,172.2,210,191.3,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001409,M0282,Rawalpindi,170.5,208,189.4,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001410,M0282,Faisalabad,158.2,193.4,175.8,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001411,M0283,Lahore,154.4,188.7,171.5,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001412,M0283,Karachi,172.1,210,191.3,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001413,M0283,Islamabad,164.7,201,183.0,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001414,M0283,Rawalpindi,167.3,204,185.9,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001415,M0283,Faisalabad,151.4,185.0,168.2,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001416,M0284,Lahore,159.9,195.4,177.6,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001417,M0284,Karachi,170.5,208,189.4,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001418,M0284,Islamabad,175.3,214,194.7,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001419,M0284,Rawalpindi,169.6,207,188.4,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001420,M0284,Faisalabad,157.7,192.8,175.2,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001421,M0285,Lahore,159.7,195.2,177.5,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001422,M0285,Karachi,173.5,212,192.8,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001423,M0285,Islamabad,167.1,204,185.7,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001424,M0285,Rawalpindi,164.3,201,182.5,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001425,M0285,Faisalabad,151.7,185.4,168.5,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001426,M0286,Lahore,164.9,202,183.2,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001427,M0286,Karachi,174.2,213,193.6,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001428,M0286,Islamabad,169.4,207,188.2,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001429,M0286,Rawalpindi,168.3,206,187.0,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001430,M0286,Faisalabad,155.6,190.2,172.9,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001431,M0287,Lahore,168.5,206,187.2,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001432,M0287,Karachi,180.9,221,201,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001433,M0287,Islamabad,177.7,217,197.5,0.6,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001434,M0287,Rawalpindi,176.8,216,196.4,0.58,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001435,M0287,Faisalabad,157.8,192.8,175.3,0.55,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001436,M0288,Lahore,164.0,200,182.2,0.7,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
P001437,M0288,Karachi,182.2,223,202,0.62,2026-05-01,Phase-2 modeled range with city multipliers (needs supplier verification).
